set,cardnumber,name,title,unique,card type,aspects,cost,traits,ability text,leader unit ability text,arena,power,hp,rarity,artist,previewdate,preview source,preview link,cardid,invisiblepower,invisiblehp,invisibledamage,invisibledraw,keyword_1,keyword_1_conditional,keyword_2,keyword_2_conditional,keyword_3,keyword_3_conditional,Makes_Droids,Makes_Clones,Makes_Ties,Heals,Ramps,Makes_X_Wings,Indirect
SOR,11,Grand Inquisitor,Hunting the Jedi,TRUE,Leader,"Aggression,Villainy",6,"Force,Imperial,Inquisitor","{p}{b}Action [{T}]:{/b} Deal 2 damage to a friendly unit with 3 or less power and ready it.{/p}

{p-epic-action}If you control 6 or more resources, deploy this leader.{/p}",{p}{b}On Attack:{/b} You may deal 1 damage to another friendly unit with 3 or less power and ready it.,0,3,6,3,Borja Pindado,2023-09-29,FFG,https://twitter.com/UnlimitedFFG/status/1707772416716419580,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,12,IG-88,Ruthless Bounty Hunter,TRUE,Leader,"Aggression,Villainy",5,"Underworld,Droid,Bounty Hunter","{p}{b}Action [{T}]:{/b} Attack with a unit. If you control more units than the defending player, the attacker gets {powerplus:1}/{hpplus:0} for this attack.{/p}

{p-epic-action}If you control 5 or more resources, deploy this leader.{/p}",{p}Each other friendly unit gains {raid:1}. {i}(They get +1/+0 while attacking.){/i}{p},0,5,4,1,Hoan Nguyen,2024-01-05,FFG,https://twitter.com/UnlimitedFFG/status/1743301422102229280,112,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,13,Cassian Andor,Dedicated to the Rebellion,TRUE,Leader,"Aggression,Heroism",6,Rebel,"{p}{strong}Action [{R1}, {T}]:{/strong} If you've dealt 3 or more damage to an enemy base this phase, draw a card.{/p}

{p-epic-action}If you control 6 or more resources, deploy this leader.{/p}","{p}{saboteur}{/p}

{p}{b}When you deal damage to an enemy base:{/b} You may draw a card. Use this ability only once each round.{/p}",0,4,6,3,Mickael Balloul,2023-12-22,FFG,https://www.instagram.com/p/C1KUe03MbJt/,192,0,0,0,0,Saboteur,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,14,Sabine Wren,Galvanized Revolutionary,TRUE,Leader,"Aggression,Heroism",4,"Mandalorian,Rebel,Spectre","{p}{b}Action [{T}]:{/b} Deal 1 damage to each base.{/p}{p-epic-action}If you control 4 or more resources, deploy this leader.{/p}",{p}{b}On Attack:{/b} Deal 1 damage to each enemy base.{/p},0,2,5,1,Eslam Aboshady,2023-09-15,FFG,https://www.instagram.com/p/CxN3s5_sJzH/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,15,Boba Fett,Collecting the Bounty,TRUE,Leader,"Cunning,Villainy",5,"Underworld,Bounty Hunter","{p}{b}When an enemy unit leaves play:{/b} You may exhaust this leader. If you do, ready a resource.{/p}{p-epic-action}If you control 5 or more resources, deploy this leader.{/p}","{p}{b}When this unit completes an attack:{/b} If an enemy unit left play this phase, ready up to 2 resources.{/p}",0,4,7,1,French Carlomagno,2023-08-18,FFG,https://www.instagram.com/p/CwFxcoOtMnm/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,16,Grand Admiral Thrawn,Patient and Insightful,TRUE,Leader,"Cunning,Villainy",6,"Imperial,Official","{p}{b}When the action phase starts:{/b} Look at the top card of each player's deck.{/p}

{p}{b}Action [{R1}, {T}]:{/b} Reveal the top card of any player's deck. Exhaust a unit that costs the same as or less than the revealed card.{/p}

{p-epic-action} If you control 6 or more resources, deploy this leader.{/p}","{p}{b}When the action phase starts:{/b} Look at the top card of each player's deck.{/p}

{p}{b}On Attack:{/b} You may reveal the top card of any player's deck. Exhaust a unit that costs the same as or less than the revealed card.{/p}",0,3,9,3,Ivan Dedov,2023-11-10,FFG,https://www.instagram.com/p/CzeLE_eMZz6/,150,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,17,Han Solo,Audacious Smuggler,TRUE,Leader,"Cunning,Heroism",6,Underworld,"{p}{b}Action [{T}]:{/b} Put a card from your hand into play as a resource and ready it. At the start of the next action phase, defeat a resource you control.{/p}

{p-epic-action}If you control 6 or more resources, deploy this leader.{/p}","{p}{b}On Attack:{/b} Put the top card of your deck into play as a resource and ready it. At the start of the next action phase, defeat a resource you control.{/p}",0,4,6,3,David Nash,2023-10-13,FFG,https://twitter.com/UnlimitedFFG/status/1712848845753770367,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,18,Jyn Erso,Resisting Oppression,TRUE,Leader,"Cunning,Heroism",6,Rebel,"{p}{b}Action [{T}]:{/b} Attack with a unit. The defender gets -1/-0 for this attack.{/p}

{p-epic-action} If you control 6 or more resources, deploy this leader.{/p}","{p}When a friendly unit is attacking, the defender gets -1/-0.{/p}",0,4,7,1,Axel Hutt,2023-11-24,FFG,https://www.instagram.com/p/C0COM8hs2HS/,160,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,19,Security Complex,NULL,FALSE,Base,Vigilance,NULL,Scarif,{p}{b}Epic Action:{/b} Give a Shield token to a non-leader unit.{/p},NULL,NULL,NULL,25,3,Tyler Edlin,2023-08-15,FFG,https://www.instagram.com/p/Cv-DDcqtgAz/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,20,Capital City,NULL,FALSE,Base,Vigilance,NULL,Lothal,NULL,NULL,NULL,NULL,30,1,Sebastián Guidobono,2024-01-04,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,21,Dagobah Swamp,NULL,FALSE,Base,Vigilance,NULL,Dagobah,NULL,NULL,NULL,NULL,30,1,Tyler Edlin,2023-06-27,FFG Stream,https://www.youtube.com/watch?v=SunSj70YP8o,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,22,Energy Conversion Lab,NULL,FALSE,Base,Command,NULL,Eadu,{p}{b}Epic Action:{/b} Play a unit that costs 6 or less from your hand. Give it {ambush} for this phase.,NULL,NULL,NULL,25,3,Adrien Girod,2023-09-12,FFG,https://www.instagram.com/reel/CxGJTR7Nhy1/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,23,Command Center,NULL,FALSE,Base,Command,NULL,Death Star,NULL,NULL,NULL,NULL,30,1,Stephen Zavala,2023-06-27,FFG Stream,https://www.youtube.com/watch?v=SunSj70YP8o,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,24,Echo Base,NULL,FALSE,Base,Command,NULL,Hoth,NULL,NULL,NULL,NULL,30,1,Stephen Zavala,2023-11-30,FFG,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,25,Tarkintown,NULL,FALSE,Base,Aggression,NULL,Lothal,{p}{b}Epic Action:{/b} Deal 3 damage to a damaged non-leader unit.{/p},NULL,NULL,NULL,25,3,Adrien Girod,2023-10-10,FFG,https://twitter.com/UnlimitedFFG/status/1711766123614458305,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,26,Catacombs of Cadera,NULL,FALSE,Base,Aggression,NULL,Jedha,NULL,NULL,NULL,NULL,30,1,Tyler Edlin,2023-06-27,FFG Stream,https://www.youtube.com/watch?v=SunSj70YP8o,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,27,Kestro City,NULL,FALSE,Base,Aggression,NULL,Vardos,NULL,NULL,NULL,NULL,30,1,Stephen Zavala,2024-01-04,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,28,Jedha City,NULL,FALSE,Base,Cunning,NULL,Jedha,{p}{b}Epic Action:{/b} Give a non-leader unit -4/-0 for this phase.{/p},NULL,NULL,NULL,25,3,Rocío Espín,2023-11-06,FFG,https://www.instagram.com/p/CzT34ezMonH/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,29,Administrator's Tower,NULL,FALSE,Base,Cunning,NULL,Cloud City,NULL,NULL,NULL,NULL,30,1,Tyler Edlin,2023-06-27,FFG Stream,https://www.youtube.com/watch?v=SunSj70YP8o,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,30,Chopper Base,NULL,FALSE,Base,Cunning,NULL,Atollon,NULL,NULL,NULL,NULL,30,1,Tyler Edlin,2024-01-04,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,31,Inferno Four,Unforgetting,TRUE,Unit,"Vigilance,Villainy",2,"Imperial,Vehicle,Fighter",{p}{b}When Played/When Defeated:{/b} Look at the top 2 cards of your deck. Put any number of them on the bottom of your deck and the rest on top in any order.{/p},NULL,1,2,3,2,Randall Mackey,2023-12-19,Garbage Rollers,https://garbagerollers.com/2023/12/19/interview-with-lead-designer-danny-schaefer-exclusive-card-reveals/,189,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,32,Scout Bike Pursuer,NULL,FALSE,Unit,"Vigilance,Villainy",2,"Imperial,Trooper",{p}{grit} {i}(This unit gets +1/+0 for each damage on it.){/i}{/p},NULL,0,1,4,1,Mickael Balloul,2023-12-07,El Valle del Jedi,https://www.youtube.com/watch?v=IPHEMRW7h0Q,173,0,0,0,0,Grit,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,33,Death Trooper,NULL,FALSE,Unit,"Vigilance,Villainy",3,"Imperial,Trooper",{p}{b}When Played:{/b} Deal 2 damage to a friendly ground unit and 2 damage to an enemy ground unit.{/p},NULL,0,3,3,1,Borja Pindado,2023-09-13,Garbage Rollers,https://garbagerollers.com/2023/09/13/are-we-blind-deploy-the-spoilers/,98,0,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,34,Del Meeko,Providing Overwatch,TRUE,Unit,"Vigilance,Villainy",3,"Imperial,Trooper","{p}{restore:1} {i}(When this unit attacks, heal 1 damage from your base.){/i}{/p}

{p}Each event an opponent plays costs {R1} more.{/p}",NULL,0,3,3,3,Ario Murti,2023-12-14,Hunter & Friends - Brettspiele,https://www.youtube.com/shorts/awCKPmCwtUE,188,0,0,0,0,Restore,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,35,Lieutenant Childsen,Death Star Prison Warden,TRUE,Unit,"Vigilance,Villainy",4,"Imperial,Official","{p-keyword-border-shaded}{sentinel} {i}(Units in this arena can't attack your non-Sentinel units or your base.){/i}{/p}

{p}{b}When Played:{/b} Reveal up to 4 {Vigilance} cards from your hand. For each card revealed this way, give an Experience token to this unit.{/p}",NULL,0,2,2,2,Yvette Chua,2023-08-09,FFG Stream,https://www.youtube.com/watch?v=Ks1eLGb5UFg,67,3,3,0,0,Sentinel,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,36,Gideon Hask,Ruthless Loyalist,TRUE,Unit,"Vigilance,Villainy",5,"Imperial,Trooper",{p}{b}When an enemy unit is defeated:{/b} Give an Experience token to a friendly unit.{/p},NULL,0,5,5,3,Axel Hutt,2024-02-10,FFG,https://www.youtube.com/watch?v=Ww-_N1Uswvc,262,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,37,Academy Defense Walker,NULL,FALSE,Unit,"Vigilance,Villainy",6,"Imperial,Vehicle,Walker","{p-keyword-border-shaded}{sentinel} {i}(Units in this arena can't attack your non-Sentinel units or your base.){/i}{/p}

{p}{b}When Played:{/b} Give an Experience token to each friendly damaged unit.{/p}",NULL,0,5,5,1,Ario Murti,2023-10-25,FFG Stream,https://www.youtube.com/watch?v=6_KuVhvdcX8,134,1,1,0,0,Sentinel,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,38,Count Dooku,Darth Tyranus,TRUE,Unit,"Vigilance,Villainy",7,"Force,Separatist,Sith","{p}{shielded} {i}(When you play this unit, give him a Shield token.){/i}{/p}

{p}{b}When Played:{/b} You may defeat a unit with {hp:4} or less remaining HP.{/p}",NULL,0,5,4,3,Mona Finden,2023-10-20,FFG Stream,,125,0,0,4,0,Shielded,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,39,AT-AT Suppressor,NULL,FALSE,Unit,"Vigilance,Villainy",8,"Imperial,Vehicle,Walker",{p}{b}When Played:{/b} Exhaust all ground units.{/p},NULL,0,8,8,2,Christian Papazoglakis,2024-01-03,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,213,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,40,Avenger,Hunting Star Destroyer,TRUE,Unit,"Vigilance,Villainy",9,"Imperial,Vehicle,Capital Ship",{p}{b}When Played/On Attack:{/b} An opponent chooses a non-leader unit they control. Defeat that unit.{/p},NULL,1,8,8,4,Francois Cannels,2023-12-06,FFG Stream,https://www.youtube.com/watch?v=FbA5ZtoUegE,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,41,Power of the Dark Side,NULL,FALSE,Event,"Vigilance,Villainy",3,Innate,An opponent chooses a unit they control. Defeat that unit.,NULL,NULL,NULL,NULL,2,Eslam Aboshady,2024-01-13,Wampa Radio,https://www.youtube.com/watch?v=pEplQWszQzY,225,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,42,Search Your Feelings,NULL,FALSE,Event,"Vigilance,Villainy",4,Innate,"{p}Search your deck for a card and draw it. {i}(Then, shuffle your deck.){/i}{/p}",NULL,NULL,NULL,NULL,3,David Nash,2023-11-03,Scrawl,https://www.youtube.com/watch?v=-u_TbUj2vac,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,43,Superlaser Blast,NULL,FALSE,Event,"Vigilance,Villainy",8,"Disaster,Tactic",{p}Defeat all units.{/p},NULL,NULL,NULL,NULL,4,Liana Anatolevich,2024-02-10,FFG,https://www.youtube.com/watch?v=Ww-_N1Uswvc,264,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,44,Restored ARC-170,NULL,FALSE,Unit,"Vigilance,Heroism",2,"Rebel,Vehicle,Fighter","{restore:1} {em}(When this unit attacks, heal 1 damage from your base.){/em}",NULL,1,2,3,1,Arthur Mougne,2023-07-03,I Rebel,https://www.youtube.com/watch?v=Q_n9IbiXe6c,13,0,0,0,0,Restore,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,45,Yoda,Old Master,TRUE,Unit,"Vigilance,Heroism",3,"Force,Jedi","{p}{restore:2} {em}(When this unit attacks, heal 2 damage from your base.){/em}{/p}{p}{strong}When Defeated:{/strong} Choose any number of players. They each draw a card.{/p}",NULL,0,2,4,2,Alexandria Huntington,2023-06-27,FFG Stream,https://www.youtube.com/watch?v=SunSj70YP8o,19,0,0,0,1,Restore,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,46,Consular Security Force,NULL,FALSE,Unit,"Vigilance,Heroism",4,"Rebel,Trooper",NULL,NULL,0,3,7,1,Rebecca Farrow,2023-06-27,Quickstart Rules,https://www.youtube.com/watch?v=SunSj70YP8o,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,47,Kanan Jarrus,Revealed Jedi,TRUE,Unit,"Vigilance,Heroism",4,"Force,Jedi,Rebel,Spectre",{p}{b}On Attack:{/b} You may discard 1 card from the defending player's deck for each friendly {spectre} unit. Heal 1 damage from your base for each different aspect among the discarded cards.,NULL,0,4,5,2,Sandra Chlewińska,2023-09-20,FFG,https://www.youtube.com/watch?v=dCu_3gDUx2o,103,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,1,,,
SOR,48,Vigilant Honor Guards,NULL,FALSE,Unit,"Vigilance,Heroism",5,Rebel,"{p-keyword-border}While this unit is undamaged, it gains {sentinel}. {i}(Units in this arena can't attack your non-Sentinel units or your base.){/i}{/p}",NULL,0,4,6,1,Amad Mir,2023-07-28,Strictly Casual,https://www.youtube.com/shorts/vnenhAMgyM4,54,0,0,0,0,Sentinel,TRUE,NULL,NULL,NULL,NULL,,,,,,,
SOR,49,Obi-Wan Kenobi,Following Fate,TRUE,Unit,"Vigilance,Heroism",6,"Force,Jedi","{p-keyword-border-shaded}{sentinel} {i}(Units in this arena can't attack your non-Sentinel units or your base.){/i}{/p}

{p}{b}When Defeated:{/b} Give 2 Experience tokens to another friendly unit. If it's a {force} unit, draw a card.{/p}",NULL,0,4,6,3,Axel Hutt,2023-08-09,FFG Stream,https://www.youtube.com/watch?v=Ks1eLGb5UFg,66,2,2,0,0,Sentinel,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,50,The Ghost,Spectre Home Base,TRUE,Unit,"Vigilance,Heroism",6,"Rebel,Vehicle,Transport,Spectre","{p}{shielded} {i}(When you play this unit, give it a Shield token.){/i}{/p}

{p}{b}When Played/On Attack:{/b} You may give a Shield token to another {spectre} unit.{/p}",NULL,1,5,5,2,Fernando Correa,2024-02-06,FFG,https://www.instagram.com/p/C3AxBgTstFs/,249,0,0,0,0,Shielded,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,51,Luke Skywalker,Jedi Knight,TRUE,Unit,"Vigilance,Heroism",7,"Force,Jedi,Rebel","{p}{keyword}Restore 3{/keyword}{/p}

{p}{b}When Played:{/b} Give an enemy unit -3/-3 for this phase. If a friendly unit was defeated this phase, give that enemy unit -6/-6 for this phase instead.{/p}",NULL,0,6,7,4,Eric Hibbeler,2023-11-29,FFG Stream,https://www.youtube.com/watch?v=bAs6Tvc4FLI,165,0,0,6,0,Restore,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,52,Redemption,Medical Frigate,TRUE,Unit,"Vigilance,Heroism",8,"Rebel,Vehicle,Capital Ship","{p-keyword-border-shaded}{sentinel} {i}(Units in this arena can't attack your non-Sentinel units or your base.){/i}{/p}

{p}{b}When Played:{/b} Heal up to 8 total damage from any number of units and/or bases. Deal that much damage to this unit.{/p}",NULL,1,6,9,3,Christian Papazoglakis,2023-12-13,FFG Stream,https://www.youtube.com/watch?v=mhuftCbqDvE,182,0,0,0,0,Sentinel,FALSE,NULL,NULL,NULL,NULL,,,,8,,,
SOR,53,Luke's Lightsaber,NULL,TRUE,Upgrade,"Vigilance,Heroism",2,"Item,Weapon,Lightsaber","{p}Attach to a non-{vehicle} unit.{/p}

{p}{b}When Played:{/b} If attached unit is Luke Skywalker, heal all damage from him and give a Shield token to him.{/p}",NULL,NULL,0,0,5,French Carlomagno,2023-08-23,FFG Stream,https://www.youtube.com/watch?v=MQWzu7tz7lg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,54,Jedi Lightsaber,NULL,FALSE,Upgrade,"Vigilance,Heroism",3,"Item,Weapon,Lightsaber","{p}Attach to a non-{vehicle} unit.{/p}

{p}If attached unit is a {force} unit, it gains: ""{b}On Attack:{/b} Give the defender -2/-2 for this phase.""{/p}",NULL,NULL,0,0,3,Arthur Mougne,2023-11-29,FFG Stream,https://www.youtube.com/watch?v=bAs6Tvc4FLI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,55,The Force Is With Me,NULL,FALSE,Event,"Vigilance,Heroism",4,Force,"{p}Choose a friendly unit and give 2 Experience tokens to it. If you control a {force} unit, also give a Shield token to the chosen unit.{/p}

{p}You may attack with the chosen unit.{/p}",NULL,NULL,NULL,NULL,2,Ann Maulina,2024-01-24,Nelson All Over Cards,https://www.youtube.com/watch?v=LQQndwDH05c,237,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,56,Bendu,The One In The Middle,TRUE,Unit,"Vigilance,Vigilance",6,"Force,Creature","{p-keyword-border-shaded}Sentinel {i}(Units in this arena can't attack your non-Sentinel units or your base.){/i}{/p}

{p}{b}On Attack:{/b} The next non-{Heroism}, non-{Villainy} card you play this turn costs {R2} less.{/p}",NULL,0,4,7,3,Luke Harrington,2024-01-23,FFG,https://twitter.com/UnlimitedFFG/status/1749824465234538756,235,0,0,0,0,Sentinel,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,57,Protector,NULL,FALSE,Upgrade,"Vigilance,Vigilance",1,Innate,{p-keyword-border-shaded}Attached unit gains {sentinel}. {i}(Units in this arena can't attack your non-Sentinel units or your base.){/i}{/p},NULL,NULL,0,0,2,Alex Accorsi,2024-01-10,FFG,https://twitter.com/UnlimitedFFG/status/1745113384712855999,221,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
